Name,Quandl Prefix,Last Trading Time,Time Zone,Unit Amount,Underlying Convention,Trading Exchange,Settlement Exchange
CME 30D Fed Funds,CME/FF,16:00,America/Chicago,5000000,USD Effective Federal Funds,CME,CME
